exec_name,company,end_year,ticker,avg_close_before,avg_close_after,price_change,percent_change,volatility_before,volatility_after,volatility_change,avg_close_before_3mo,avg_close_after_3mo,price_change_3mo,percent_change_3mo,volatility_before_3mo,volatility_after_3mo,volatility_change_3mo,avg_close_before_1mo,avg_close_after_1mo,price_change_1mo,percent_change_1mo,volatility_before_1mo,volatility_after_1mo,volatility_change_1mo,tic,execid,start_year,end_month,tenure_len
William Spence,PPL CORP,2020,PPL,31.98,27.71,-4.27,-13.35,1.97,2.88,0.91,34.91,28.5,-6.41,-18.36,1.09,5.18,4.09,35.92,35.11,-0.81,-2.26,0.51,1.8,1.29,PPL,27917,2007,2,14
Victor Staffieri,PPL CORP,2017,PPL,35.8,37.26,1.46,4.08,1.94,1.93,-0.01,33.54,35.77,2.23,6.65,0.64,1.18,0.54,33.9,34.4,0.5,1.47,0.55,0.25,-0.3,PPL,4972,2010,1,8
Paul Thompson,PPL CORP,2021,PPL,28.28,28.6,0.32,1.13,0.81,1.17,0.36,28.67,28.98,0.31,1.08,0.53,0.57,0.04,28.28,29.15,0.87,3.08,0.21,0.36,0.15,PPL,56444,2018,8,4
Philip Swift,PPL CORP,2021,PPL,28.38,28.66,0.28,0.99,3.66,0.67,-2.99,28.39,28.01,-0.38,-1.34,0.89,0.62,-0.27,27.78,27.95,0.17,0.61,0.79,0.25,-0.54,PPL,61364,2021,1,1
Randall Hogan,PENTAIR PLC,2018,PNR,44.71,42.94,-1.77,-3.96,2.54,2.6,0.06,47.57,46.05,-1.52,-3.2,1.31,1.31,0.0,46.93,46.91,-0.02,-0.04,1.04,1.2,0.16,PNR,18547,2000,3,19
Roger Enrico,PEPSICO INC,2001,PEP,41.02,46.07,5.05,12.31,5.26,2.1,-3.16,46.99,45.18,-1.81,-3.85,1.68,1.61,-0.07,47.62,44.99,-2.63,-5.52,2.1,1.51,-0.59,PEP,1116,2000,1,2
Indra Nooyi,PEPSICO INC,2019,PEP,110.7,127.94,17.24,15.57,5.89,9.03,3.14,112.76,114.09,1.33,1.18,4.29,4.2,-0.09,113.22,109.49,-3.73,-3.29,3.96,1.37,-2.59,PEP,18812,2000,1,20
Gary Rodkin,PEPSICO INC,2004,PEP,44.13,51.3,7.17,16.25,3.05,2.43,-0.62,47.59,49.75,2.16,4.54,0.57,2.62,2.05,47.27,46.36,-0.91,-1.93,0.7,0.63,-0.07,PEP,24486,2000,1,5
Peter Thompson,PEPSICO INC,2002,PEP,46.07,46.17,0.1,0.22,2.1,4.89,2.79,48.61,49.68,1.07,2.2,0.82,1.06,0.24,48.21,48.74,0.53,1.1,0.96,0.71,-0.25,PEP,24487,2000,1,3
Robert Morrison,PEPSICO INC,2002,PEP,46.07,46.17,0.1,0.22,2.1,4.89,2.79,48.61,49.68,1.07,2.2,0.82,1.06,0.24,48.21,48.74,0.53,1.1,0.96,0.71,-0.25,PEP,12482,2001,1,2
John Compton,PEPSICO INC,2010,PEP,55.39,64.42,9.03,16.3,4.64,1.91,-2.73,61.53,62.87,1.34,2.18,1.09,2.4,1.31,61.64,61.11,-0.53,-0.86,1.37,0.91,-0.46,PEP,29281,2003,1,8
Irene Rosenfeld,PEPSICO INC,2005,PEP,51.3,55.57,4.27,8.32,2.43,2.15,-0.28,50.56,53.42,2.86,5.66,1.36,0.96,-0.4,51.74,53.1,1.36,2.63,0.61,0.75,0.14,PEP,23077,2004,1,2
Dawn Hudson,PEPSICO INC,2007,PEP,61.09,68.31,7.22,11.82,2.48,4.33,1.85,63.02,63.9,0.88,1.4,0.78,0.87,0.09,63.04,64.41,1.37,2.17,0.47,0.84,0.37,PEP,30941,2006,1,2
Albert Carey,PEPSICO INC,2018,PEP,111.11,126.07,14.96,13.46,6.11,9.47,3.36,112.78,112.31,-0.47,-0.42,3.8,3.33,-0.47,116.38,113.22,-3.16,-2.72,2.36,3.96,1.6,PEP,32664,2007,12,12
Massimo dAmore,PEPSICO INC,2010,PEP,55.39,64.42,9.03,16.3,4.64,1.91,-2.73,61.53,62.87,1.34,2.18,1.09,2.4,1.31,61.64,61.11,-0.53,-0.86,1.37,0.91,-0.46,PEP,37035,2009,1,2
Eric Foss,PEPSICO INC,2011,PEP,66.07,66.02,-0.05,-0.08,2.3,3.43,1.13,66.62,62.21,-4.41,-6.62,2.9,1.17,-1.73,63.37,61.5,-1.87,-2.95,1.0,1.01,0.01,PEP,21139,2010,9,2
Brian Cornell,PEPSICO INC,2013,PEP,68.35,80.34,11.99,17.54,2.78,4.17,1.39,69.67,74.17,4.5,6.46,0.83,2.8,1.97,69.74,71.42,1.68,2.41,0.71,1.33,0.62,PEP,28093,2012,1,2
Saad Abdul-Latif,PEPSICO INC,2012,PEP,65.21,68.35,3.14,4.82,2.9,2.78,-0.12,63.38,64.77,1.39,2.19,1.62,1.41,-0.21,65.15,65.75,0.6,0.92,0.89,0.71,-0.18,PEP,43924,2012,1,1
Enderson Guimaraes,PEPSICO INC,2014,PEP,80.34,88.78,8.44,10.51,4.17,5.77,1.6,83.04,81.21,-1.83,-2.2,2.08,1.66,-0.42,82.21,82.29,0.08,0.1,0.89,0.89,0.0,PEP,47355,2014,1,1
Sanjeev Chadha,PEPSICO INC,2017,PEP,110.57,111.06,0.49,0.44,5.28,5.91,0.63,115.52,114.2,-1.32,-1.14,1.79,3.44,1.65,113.99,110.94,-3.05,-2.68,1.84,1.23,-0.61,PEP,47356,2014,10,4
Thomas Greco,PEPSICO INC,2015,PEP,88.78,96.81,8.03,9.04,5.77,2.71,-3.06,95.88,96.72,0.84,0.88,2.27,1.83,-0.44,96.48,96.4,-0.08,-0.08,1.87,1.64,-0.23,PEP,48641,2015,1,1
Henry McKinnell,PFIZER INC,2006,PFE,24.12,24.13,0.01,0.04,1.68,1.15,-0.53,26.08,24.75,-1.33,-5.1,0.66,0.59,-0.07,25.37,24.26,-1.11,-4.38,0.46,0.49,0.03,PFE,1669,2000,12,7
Jeffrey Kindler,PFIZER INC,2010,PFE,16.01,18.22,2.21,13.8,1.22,1.13,-0.09,16.23,17.22,0.99,6.1,0.39,0.78,0.39,16.02,16.29,0.27,1.69,0.36,0.32,-0.04,PFE,14882,2002,12,9
Ian Read,PFIZER INC,2019,PFE,38.25,34.76,-3.49,-9.12,2.84,2.22,-0.62,34.93,36.25,1.32,3.78,0.87,1.59,0.72,35.67,36.74,1.07,3.0,0.66,0.45,-0.21,PFE,30886,2006,12,14
John Rowe,EXELON CORP,2012,EXC,29.94,25.11,-4.83,-16.13,1.05,2.57,1.52,29.27,27.36,-1.91,-6.53,1.28,0.55,-0.73,28.13,27.79,-0.34,-1.21,0.29,0.23,-0.06,EXC,675,2000,3,13
Corbin McNeill,EXELON CORP,2002,EXC,20.59,17.83,-2.76,-13.4,3.29,1.12,-2.17,15.78,17.8,2.02,12.8,0.63,0.76,0.13,16.48,16.97,0.49,2.97,0.39,0.35,-0.04,EXC,1229,2000,1,3
Ian McLean,EXELON CORP,2010,EXC,33.19,29.64,-3.55,-10.7,2.78,0.78,-2.0,29.51,29.69,0.18,0.61,1.72,0.77,-0.95,27.96,29.3,1.34,4.79,0.9,0.88,-0.02,EXC,20994,2000,7,11
Frank Clark,EXELON CORP,2010,EXC,35.18,30.23,-4.95,-14.07,2.24,1.78,-0.46,34.76,32.45,-2.31,-6.65,1.03,1.32,0.29,35.59,34.1,-1.49,-4.19,0.55,0.95,0.4,EXC,29713,2003,1,8
Christopher Crane,EXELON CORP,2022,EXC,42.78,40.81,-1.97,-4.6,3.96,1.77,-2.19,44.21,39.51,-4.7,-10.63,1.93,2.3,0.37,42.71,37.58,-5.13,-12.01,2.46,1.03,-1.43,EXC,32586,2006,10,17
Kenneth Cornew,EXELON CORP,2021,EXC,28.49,33.56,5.07,17.8,3.06,3.04,-0.02,29.51,30.07,0.56,1.9,1.2,0.96,-0.24,29.74,30.17,0.43,1.45,0.41,0.51,0.1,EXC,37039,2009,1,13
Joseph Nigro,EXELON CORP,2022,EXC,42.78,40.81,-1.97,-4.6,3.96,1.77,-2.19,44.21,39.51,-4.7,-10.63,1.93,2.3,0.37,42.71,37.58,-5.13,-12.01,2.46,1.03,-1.43,EXC,55911,2018,10,5
Anne Pramaggiore,EXELON CORP,2019,EXC,33.72,29.22,-4.5,-13.35,1.54,3.5,1.96,33.58,32.35,-1.23,-3.66,1.14,0.85,-0.29,34.36,33.1,-1.26,-3.67,0.38,0.93,0.55,EXC,55912,2018,10,2
Geoffrey Bible,ALTRIA GROUP INC,2002,MO,47.26,47.74,0.48,1.02,2.46,5.9,3.44,47.82,50.76,2.94,6.15,1.87,2.22,0.35,46.05,48.39,2.34,5.08,0.63,1.3,0.67,MO,1493,2000,1,3
Louis Camilleri,ALTRIA GROUP INC,2008,MO,72.67,23.26,-49.41,-67.99,4.97,14.47,9.5,75.66,37.19,-38.47,-50.85,2.05,23.74,21.69,73.46,68.15,-5.31,-7.23,0.88,15.36,14.48,MO,14417,2000,3,9
Michael Szymanczyk,ALTRIA GROUP INC,2012,MO,26.51,32.3,5.79,21.84,1.41,2.09,0.68,28.02,29.45,1.43,5.1,0.95,0.77,-0.18,29.2,28.63,-0.57,-1.95,0.58,0.23,-0.35,MO,16361,2000,1,13
Roger Deromedi,ALTRIA GROUP INC,2005,MO,52.24,68.24,16.0,30.63,4.4,4.07,-0.33,54.18,64.19,10.01,18.48,5.54,1.67,-3.87,59.85,62.33,2.48,4.14,1.44,1.08,-0.36,MO,23075,2000,1,6
Betsy Holden,ALTRIA GROUP INC,2002,MO,47.26,47.74,0.48,1.02,2.46,5.9,3.44,47.82,50.76,2.94,6.15,1.87,2.22,0.35,46.05,48.39,2.34,5.08,0.63,1.3,0.67,MO,23076,2000,1,3
Andre Calantzopoulos,ALTRIA GROUP INC,2007,MO,76.89,74.5,-2.39,-3.11,5.07,7.19,2.12,82.22,86.29,4.07,4.95,2.78,1.58,-1.2,85.09,87.93,2.84,3.34,0.66,0.74,0.08,MO,32598,2007,1,1
Martin Barrington,ALTRIA GROUP INC,2018,MO,69.88,58.34,-11.54,-16.51,4.45,5.15,0.7,69.08,62.65,-6.43,-9.31,2.9,3.27,0.37,70.35,64.98,-5.37,-7.63,0.67,1.59,0.92,MO,35355,2008,2,11
Craig Johnson,ALTRIA GROUP INC,2019,MO,60.24,49.13,-11.11,-18.44,4.99,4.13,-0.86,57.94,51.22,-6.72,-11.6,5.27,3.92,-1.35,51.74,47.61,-4.13,-7.98,2.51,1.99,-0.52,MO,35356,2008,1,12
Kevin Crosthwaite,ALTRIA GROUP INC,2019,MO,53.32,43.14,-10.18,-19.09,5.46,4.49,-0.97,48.42,44.5,-3.92,-8.1,1.97,2.81,0.84,46.2,42.14,-4.06,-8.79,0.96,1.7,0.74,MO,56449,2018,9,2
James Mulva,CONOCOPHILLIPS,2012,COP,54.68,56.6,1.92,3.51,3.34,2.14,-1.2,56.36,54.27,-2.09,-3.71,2.24,1.86,-0.38,58.73,56.17,-2.56,-4.36,0.53,1.23,0.7,COP,5960,2000,4,13
John Lowe,CONOCOPHILLIPS,2008,COP,63.11,34.82,-28.29,-44.83,4.54,4.3,-0.24,61.3,39.36,-21.94,-35.79,4.47,3.67,-0.8,56.43,41.62,-14.81,-26.24,2.55,4.76,2.21,COP,23301,2000,10,9
Balaji Purushothaman,PROCTER & GAMBLE CO,2016,PG,79.38,83.72,4.34,5.47,5.27,3.08,-2.19,76.42,80.62,4.2,5.5,2.14,2.45,0.31,78.64,77.59,-1.05,-1.34,1.52,1.79,0.27,PG,46460,2014,1,3
Stephen Bishop,PROCTER & GAMBLE CO,2021,PG,133.17,148.55,15.38,11.55,7.15,8.88,1.73,133.44,138.82,5.38,4.03,4.39,3.9,-0.49,136.51,134.42,-2.09,-1.53,1.54,1.2,-0.34,PG,49969,2016,6,6
Mary Ferguson-McHugh,PROCTER & GAMBLE CO,2021,PG,133.17,148.55,15.38,11.55,7.15,8.88,1.73,133.44,138.82,5.38,4.03,4.39,3.9,-0.49,136.51,134.42,-2.09,-1.53,1.54,1.2,-0.34,PG,51739,2017,6,5
Carolyn Tastad,PROCTER & GAMBLE CO,2022,PG,139.11,147.18,8.07,5.8,8.16,9.97,1.81,148.47,156.43,7.96,5.36,7.26,5.11,-2.15,156.93,160.7,3.77,2.4,5.22,2.02,-3.2,PG,52751,2019,1,4
E. Ferland,PUBLIC SERVICE ENTRP GRP INC,2007,PEG,32.88,42.65,9.77,29.71,1.51,4.29,2.78,31.89,36.19,4.3,13.48,1.39,2.76,1.37,33.38,33.18,-0.2,-0.6,0.25,0.4,0.15,PEG,786,2000,1,8
Robert Burgess,PULTEGROUP INC,2001,PHM,6.53,9.62,3.09,47.32,1.96,1.11,-0.85,9.17,9.12,-0.05,-0.55,1.18,0.63,-0.55,10.43,9.45,-0.98,-9.4,0.42,0.69,0.27,PHM,3097,2000,1,2
Mark O'Brien,PULTEGROUP INC,2003,PHM,12.06,16.46,4.4,36.48,1.07,3.55,2.48,11.25,12.57,1.32,11.73,0.73,0.46,-0.27,11.7,12.76,1.06,9.06,0.48,0.24,-0.24,PHM,14803,2000,1,4
Richard Riess,RAYMOND JAMES FINANCIAL INC,2009,RJF,17.12,13.28,-3.84,-22.43,3.09,2.36,-0.73,13.32,11.63,-1.69,-12.69,2.58,1.56,-1.02,11.88,11.67,-0.21,-1.77,0.61,0.92,0.31,RJF,16117,2000,1,10
Chester Helck,RAYMOND JAMES FINANCIAL INC,2014,RJF,29.61,35.01,5.4,18.24,1.66,1.75,0.09,30.99,34.99,4.0,12.91,2.19,1.09,-1.1,33.28,35.19,1.91,5.74,0.99,0.69,-0.3,RJF,25830,2001,1,14
Richard Averitt III,RAYMOND JAMES FINANCIAL INC,2006,RJF,13.77,19.65,5.88,42.7,1.38,1.08,-0.3,15.68,18.94,3.26,20.79,1.14,0.98,-0.16,16.69,17.79,1.1,6.59,0.17,0.61,0.44,RJF,25831,2001,1,6
Kenneth Shields,RAYMOND JAMES FINANCIAL INC,2005,RJF,11.43,13.77,2.34,20.47,0.94,1.38,0.44,12.57,13.63,1.06,8.43,1.08,0.38,-0.7,13.61,13.28,-0.33,-2.42,0.19,0.25,0.06,RJF,28969,2003,1,3
Paul Allison,RAYMOND JAMES FINANCIAL INC,2009,RJF,17.12,13.28,-3.84,-22.43,3.09,2.36,-0.73,13.32,11.63,-1.69,-12.69,2.58,1.56,-1.02,11.88,11.67,-0.21,-1.77,0.61,0.92,0.31,RJF,40614,2008,1,2
Dennis Zank,RAYMOND JAMES FINANCIAL INC,2018,RJF,55.98,57.67,1.69,3.02,4.72,5.22,0.5,62.22,62.06,-0.16,-0.26,2.24,3.51,1.27,62.59,58.28,-4.31,-6.89,2.51,1.11,-1.4,RJF,40613,2010,4,9
Keith Nosbusch,ROCKWELL AUTOMATION,2016,ROK,110.07,126.99,16.92,15.37,9.61,14.71,5.1,101.45,114.59,13.14,12.95,7.59,2.66,-4.93,109.86,114.21,4.35,3.96,3.31,2.05,-1.26,ROK,17969,2000,4,17
Glen Rollins,ROLLINS INC,2010,ROL,4.02,5.56,1.54,38.31,0.29,0.51,0.22,4.19,4.86,0.67,15.99,0.1,0.4,0.3,4.16,4.39,0.23,5.53,0.12,0.14,0.02,ROL,23480,2001,9,10
D. Baird,SCHLUMBERGER LTD,2003,SLB,23.95,22.62,-1.33,-5.55,3.51,2.28,-1.23,20.8,19.74,-1.06,-5.1,1.41,0.85,-0.56,22.11,19.94,-2.17,-9.81,0.7,1.12,0.42,SLB,836,2000,1,4
Chakib Sbiti,SCHLUMBERGER LTD,2010,SLB,53.47,65.18,11.71,21.9,9.01,7.49,-1.52,64.05,64.97,0.92,1.44,2.75,2.87,0.12,63.16,68.01,4.85,7.68,1.82,2.54,0.72,SLB,25941,2003,1,8
Satish Pai,SCHLUMBERGER LTD,2013,SLB,72.55,88.54,15.99,22.04,4.3,8.06,3.76,75.19,77.66,2.47,3.29,2.02,4.41,2.39,75.79,72.5,-3.29,-4.34,1.24,0.89,-0.35,SLB,27553,2004,6,10
Paal Kibsgaard,SCHLUMBERGER LTD,2019,SLB,49.37,29.73,-19.64,-39.78,10.52,9.28,-1.24,40.32,36.44,-3.88,-9.62,3.81,3.0,-0.81,36.98,39.73,2.75,7.44,1.56,0.7,-0.86,SLB,37088,2009,7,11
Robert O'Toole,SMITH (A.O.),2005,AOS,4.84,4.94,0.1,2.07,0.42,0.5,0.08,4.68,4.61,-0.07,-1.5,0.34,0.14,-0.2,4.93,4.55,-0.38,-7.71,0.06,0.13,0.07,AOS,9656,2000,1,6
Ajita Rajendra,SMITH (A.O.),2020,AOS,46.61,52.32,5.71,12.25,4.26,7.01,2.75,42.61,43.84,1.23,2.89,3.66,3.77,0.11,38.85,40.16,1.31,3.37,2.22,2.05,-0.17,AOS,30390,2005,4,16
Robert Cornog,SNAP-ON INC,2001,SNA,26.4,28.11,1.71,6.48,2.63,2.67,0.04,24.66,29.09,4.43,17.96,2.08,0.87,-1.21,27.12,28.53,1.41,5.2,0.77,0.59,-0.18,SNA,861,2000,1,2
Dale Elliott,SNAP-ON INC,2004,SNA,31.77,33.83,2.06,6.48,1.55,1.67,0.12,30.73,32.53,1.8,5.86,1.69,1.39,-0.3,28.79,30.77,1.98,6.88,0.29,0.53,0.24,SNA,20901,2000,11,5
Jack Michaels,SNAP-ON INC,2007,SNA,49.78,50.35,0.57,1.15,2.42,7.93,5.51,48.32,47.09,-1.23,-2.55,1.28,3.56,2.28,48.03,47.61,-0.42,-0.87,1.11,1.1,-0.01,SNA,472,2004,12,4
Robert Gillespie,KEYCORP,2001,KEY,20.89,24.85,3.96,18.96,2.96,1.81,-1.15,24.84,26.58,1.74,7.0,1.79,1.0,-0.79,26.95,27.37,0.42,1.56,1.0,0.54,-0.46,KEY,863,2000,1,2
Henry Meyer,KEYCORP,2011,KEY,8.24,7.72,-0.52,-6.31,0.55,0.9,0.35,8.83,8.71,-0.12,-1.36,0.49,0.28,-0.21,9.41,8.94,-0.47,-4.99,0.19,0.24,0.05,KEY,3725,2000,3,12
Beth Mooney,KEYCORP,2020,KEY,16.93,15.2,-1.73,-10.22,2.92,3.48,0.56,13.7,12.0,-1.7,-12.41,4.05,1.21,-2.84,10.75,10.87,0.12,1.12,0.9,0.83,-0.07,KEY,23128,2006,5,15
John Bryson,EDISON INTERNATIONAL,2008,EIX,53.16,45.49,-7.67,-14.43,4.29,8.04,3.75,55.83,51.22,-4.61,-8.26,1.14,1.85,0.71,55.47,52.54,-2.93,-5.28,1.2,1.75,0.55,EIX,833,2000,1,9
Stephen Frank,EDISON INTERNATIONAL,2001,EIX,21.43,13.07,-8.36,-39.01,3.48,1.95,-1.53,21.02,12.75,-8.27,-39.34,2.32,1.91,-0.41,18.86,11.19,-7.67,-40.67,2.51,1.92,-0.59,EIX,1223,2000,1,2
Alan Fohrer,EDISON INTERNATIONAL,2010,EIX,34.28,37.98,3.7,10.79,1.45,1.39,-0.06,35.85,37.69,1.84,5.13,1.33,0.88,-0.45,37.5,38.47,0.97,2.59,0.37,0.39,0.02,EIX,3204,2000,12,11
Theodore Craver,EDISON INTERNATIONAL,2016,EIX,61.41,70.63,9.22,15.01,3.02,4.58,1.56,61.13,64.97,3.84,6.28,2.07,4.72,2.65,59.73,59.7,-0.03,-0.05,0.67,1.14,0.47,EIX,21430,2000,1,17
Kevin Payne,EDISON INTERNATIONAL,2021,EIX,58.62,65.3,6.68,11.4,2.53,4.06,1.53,57.36,63.54,6.18,10.77,1.21,3.99,2.78,58.0,58.66,0.66,1.14,0.92,2.66,1.74,EIX,50505,2014,10,8
H. Franklin,SOUTHERN CO,2004,SO,29.22,30.26,1.04,3.56,0.95,1.42,0.47,29.62,30.01,0.39,1.32,0.42,0.4,-0.02,29.79,29.95,0.16,0.54,0.28,0.23,-0.05,SO,3304,2000,1,5
David Ratcliffe,SOUTHERN CO,2010,SO,31.38,35.13,3.75,11.95,1.9,2.23,0.33,32.48,32.55,0.07,0.22,0.9,0.69,-0.21,33.46,32.93,-0.53,-1.58,0.47,0.5,0.03,SO,19239,2000,1,11
W. Hairston III,SOUTHERN CO,2003,SO,27.06,29.22,2.16,7.98,1.48,0.95,-0.53,28.06,28.62,0.56,2.0,1.46,0.53,-0.93,27.74,28.94,1.2,4.33,0.99,0.68,-0.31,SO,23343,2000,1,4
Charles McCrary,SOUTHERN CO,2014,SO,43.47,45.15,1.68,3.86,2.3,2.59,0.29,41.08,43.28,2.2,5.36,0.5,1.5,1.0,41.05,41.82,0.77,1.88,0.37,0.59,0.22,SO,23344,2000,2,15
Michael Garrett,SOUTHERN CO,2010,SO,34.21,39.41,5.2,15.2,1.97,1.68,-0.29,37.0,38.1,1.1,2.97,0.8,0.25,-0.55,37.81,38.08,0.27,0.71,0.32,0.23,-0.09,SO,28134,2004,11,7
William Bowers,SOUTHERN CO,2021,SO,58.1,63.02,4.92,8.47,5.42,2.43,-2.99,60.12,59.91,-0.21,-0.35,1.85,1.25,-0.6,60.61,59.98,-0.63,-1.04,0.74,0.96,0.22,SO,31165,2006,1,16
Mark Crosswhite,SOUTHERN CO,2022,SO,70.37,68.87,-1.5,-2.13,5.2,2.82,-2.38,73.42,68.21,-5.21,-7.1,6.19,2.57,-3.62,65.29,65.46,0.17,0.26,2.16,1.16,-1.0,SO,49103,2014,11,9
Andrew Evans,SOUTHERN CO,2021,SO,60.07,68.06,7.99,13.3,3.79,4.4,0.61,63.45,64.37,0.92,1.45,1.53,1.7,0.17,62.67,65.63,2.96,4.72,1.08,0.87,-0.21,SO,29234,2016,8,6
James Parker,SOUTHWEST AIRLINES,2005,LUV,14.88,14.78,-0.1,-0.67,0.84,0.91,0.07,15.35,14.51,-0.84,-5.47,0.83,0.51,-0.32,15.9,14.85,-1.05,-6.6,0.24,0.68,0.44,LUV,4599,2000,1,6
Edward Whitacre,AT&T INC,2007,T,22.11,29.66,7.55,34.15,2.52,1.48,-1.04,25.6,27.74,2.14,8.36,0.82,1.11,0.29,26.52,26.72,0.2,0.75,0.37,0.95,0.58,T,874,2000,1,8
Edward Mueller,AT&T INC,2001,T,34.73,32.55,-2.18,-6.28,3.91,2.71,-1.2,40.27,35.65,-4.62,-11.47,2.76,2.46,-0.3,38.06,37.62,-0.44,-1.16,2.71,1.26,-1.45,T,20844,2000,1,2
Stanley Sigman,AT&T INC,2007,T,28.43,27.64,-0.79,-2.78,2.11,2.84,0.73,30.31,30.43,0.12,0.4,0.87,1.29,0.42,30.92,31.52,0.6,1.94,1.04,0.33,-0.71,T,23046,2000,10,8
Ralph De la Vega,AT&T INC,2016,T,29.2,29.36,0.16,0.55,2.04,1.9,-0.14,29.36,31.31,1.95,6.64,1.28,0.68,-0.6,28.32,31.24,2.92,10.31,0.83,1.02,0.19,T,32505,2007,12,10
John Donovan,AT&T INC,2019,T,25.15,25.63,0.48,1.91,1.9,2.41,0.51,23.28,23.02,-0.26,-1.12,1.23,0.45,-0.78,22.26,23.0,0.74,3.32,0.84,0.37,-0.47,T,32011,2015,1,5
John Trani,STANLEY BLACK & DECKER INC,2003,SWK,39.77,28.77,-11.0,-27.66,6.15,3.64,-2.51,33.22,26.79,-6.43,-19.36,1.75,3.02,1.27,34.7,29.97,-4.73,-13.63,0.39,3.3,2.91,SWK,14317,2000,1,4
James Loree,STANLEY BLACK & DECKER INC,2022,SWK,175.31,87.24,-88.07,-50.24,25.93,11.89,-14.04,136.62,104.28,-32.34,-23.67,13.35,8.86,-4.49,120.59,109.53,-11.06,-9.17,3.82,6.18,2.36,SWK,18649,2000,6,23
David Spina,STATE STREET CORP,2004,STT,42.35,48.01,5.66,13.36,6.09,4.0,-2.09,50.59,53.42,2.83,5.59,1.61,1.42,-0.19,51.05,54.59,3.54,6.93,0.78,1.28,0.5,STT,4791,2000,1,5
Joseph Hooley,STATE STREET CORP,2018,STT,93.38,63.04,-30.34,-32.49,11.05,7.02,-4.03,78.65,67.79,-10.86,-13.81,7.67,4.04,-3.63,72.02,63.56,-8.46,-11.75,1.24,3.09,1.85,STT,29123,2005,12,14
Scott Powers,STATE STREET CORP,2012,STT,41.63,43.05,1.42,3.41,4.99,1.99,-3.0,38.4,42.14,3.74,9.74,2.98,2.1,-0.88,40.23,41.21,0.98,2.44,0.73,1.5,0.77,STT,41264,2010,1,3
Jeffrey Conway,STATE STREET CORP,2018,STT,87.83,90.78,2.95,3.36,7.26,13.51,6.25,95.6,104.78,9.18,9.6,2.86,3.98,1.12,97.61,106.0,8.39,8.6,0.81,5.17,4.36,STT,56462,2018,1,1
Ronald Havner,PUBLIC STORAGE,2018,PSA,211.73,206.31,-5.42,-2.56,8.53,10.21,1.68,205.95,195.42,-10.53,-5.11,7.2,5.22,-1.98,197.09,189.58,-7.51,-3.81,4.7,4.33,-0.37,PSA,26652,2002,2,17
John Brown,STRYKER CORP,2004,SYK,36.08,47.11,11.03,30.57,3.19,3.52,0.33,40.34,44.35,4.01,9.94,1.09,1.02,-0.07,41.22,43.58,2.36,5.73,0.56,1.28,0.72,SYK,896,2000,1,5
Stephen MacMillan,STRYKER CORP,2012,SYK,54.49,54.25,-0.24,-0.44,6.09,2.36,-3.73,49.59,54.2,4.61,9.3,2.65,0.94,-1.71,52.87,54.18,1.31,2.48,1.43,0.8,-0.63,SYK,25904,2003,2,10
Timothy Scannell,STRYKER CORP,2021,SYK,235.19,251.08,15.89,6.76,22.27,23.63,1.36,257.74,268.66,10.92,4.24,5.73,6.31,0.58,262.59,266.37,3.78,1.44,5.21,6.14,0.93,SYK,37116,2009,8,13
Charles Cotros,SYSCO CORP,2003,SYY,28.62,30.74,2.12,7.41,1.91,3.02,1.11,30.38,27.98,-2.4,-7.9,1.12,1.98,0.86,29.66,29.82,0.16,0.54,0.33,0.88,0.55,SYY,3363,2000,1,4
Richard Schnieders,SYSCO CORP,2009,SYY,28.43,24.41,-4.02,-14.14,3.07,2.04,-1.03,24.19,22.88,-1.31,-5.42,2.21,1.28,-0.93,22.66,23.69,1.03,4.55,0.76,0.51,-0.25,SYY,13949,2000,1,10
William DeLaney,SYSCO CORP,2018,SYY,53.77,66.01,12.24,22.76,2.59,5.01,2.42,56.66,60.55,3.89,6.87,2.97,1.66,-1.31,60.74,62.27,1.53,2.52,1.07,1.15,0.08,SYY,34164,2008,1,11
Jeffrey Black,TELEFLEX INC,2011,TFX,57.02,58.31,1.29,2.26,4.03,3.15,-0.88,54.93,57.46,2.53,4.61,2.41,1.75,-0.66,53.58,55.99,2.41,4.5,1.88,1.44,-0.44,TFX,23463,2000,1,12
Benson Smith,TELEFLEX INC,2017,TFX,204.75,260.76,56.01,27.36,29.32,12.49,-16.83,245.66,260.16,14.5,5.9,13.0,10.9,-2.1,260.69,251.23,-9.46,-3.63,6.89,1.96,-4.93,TFX,2465,2011,12,7
Michael Bradley,TERADYNE INC,2014,TER,16.72,19.11,2.39,14.29,0.75,0.94,0.19,16.9,19.35,2.45,14.5,0.43,0.76,0.33,16.95,18.71,1.76,10.38,0.37,0.76,0.39,TER,14965,2000,1,15
Theodore French,TEXTRON INC,2009,TXT,39.18,13.95,-25.23,-64.4,18.46,5.33,-13.13,14.29,7.57,-6.72,-47.03,1.71,2.63,0.92,13.56,6.53,-7.03,-51.84,2.02,0.72,-1.3,TXT,10871,2000,2,10
Marijn Dekkers,THERMO FISHER SCIENTIFIC INC,2009,TMO,39.7,48.48,8.78,22.12,6.64,3.08,-3.56,42.42,45.68,3.26,7.69,2.62,1.25,-1.37,45.37,45.08,-0.29,-0.64,0.48,1.2,0.72,TMO,21489,2000,9,10
Charles Hudson,GLOBE LIFE INC,2013,GL,41.48,52.45,10.97,26.45,5.18,1.71,-3.47,47.97,50.79,2.82,5.88,0.99,1.08,0.09,48.75,49.76,1.01,2.07,0.88,0.74,-0.14,GL,3563,2000,11,14
